lot_id,symbol,entry_ts,exit_ts,entry_price,exit_price,qty_closed,hold_days,pnl_usd,ret_pct
132691122063680,GOOG,2024-12-20,2024-12-23,187.066103,193.971791,-266.0,0,1836.9130079999995,3.6915763407975533
132691124480832,GOOGL,2024-12-20,2024-12-23,185.835734,192.562214,-268.0,0,1802.6966400000024,3.6195837340949666
132691146666048,AMZN,2024-12-20,2024-12-23,219.90595199999998,224.942497,-226.0,0,1138.2591700000041,2.2903177263706054
132678447469376,AVGO,2024-12-20,2024-12-23,220.426108,226.621993,-5.0,0,30.97942500000002,2.810867122872751
132691351063744,TSLA,2024-12-20,2024-12-23,425.6326515,430.8707,-117.0,0,612.8516744999989,1.2306500644488239
132678447469376,AVGO,2024-12-20,2024-12-24,220.426108,240.0429655,-221.0,0,4335.325507500002,8.899516340414637
132690995223744,META,2024-12-23,2024-12-24,589.77688,602.5341855,-85.0,0,1084.3709675000025,2.16307317777531
132694448632960,JPM,2024-12-23,2024-12-24,236.140821,239.35817100000003,-212.0,0,682.0782000000082,1.3624709130659163
132700229549568,V,2024-12-23,2024-12-24,315.744695,318.07454900000005,-158.0,0,368.1169320000108,0.7378917324327716
132695427752704,NFLX,2024-12-23,2024-12-24,913.6940259999999,914.7255,-55.0,0,56.73107000000641,0.11289052687755152
132678447632448,MA,2024-12-23,2024-12-24,525.987749,529.111219,-95.0,0,296.72964999999976,0.5938294201601302
132678447631360,PLTR,2024-12-23,2024-12-24,80.674195,81.065673,-620.0,0,242.716360000004,0.4852580183787536
132691346982080,COST,2024-12-24,2024-12-26,951.025222,956.5329540000001,-53.0,0,291.90979600000776,0.5791362702681546
132693083210048,HD,2024-12-24,2024-12-26,392.247639,392.402244,-129.0,0,19.94404500000047,0.039415151202470966
132692013323584,CVX,2024-12-24,2024-12-26,143.14292999999998,143.62689899999998,-352.0,0,170.35708800000066,0.33810192372056846
132691075937984,CSCO,2024-12-24,2024-12-26,58.81764,59.602114,-857.0,0,672.2942180000026,1.3337393339821313
132691071515520,IBM,2024-12-24,2024-12-26,222.336681,223.243007,-227.0,0,205.7360020000016,0.4076367407859216
132700261420608,ORCL,2024-12-23,2024-12-27,169.640877,170.328886,-295.0,0,202.96265500000658,0.40556793395969404
132691077313600,ABBV,2024-12-24,2024-12-27,178.46352299999998,177.866624,-282.0,0,-168.32551799999413,-0.33446554789797744
132694449504704,AMD,2024-12-24,2024-12-27,127.548253,124.332689,-395.0,0,-1270.1477800000002,-2.521056874060046
132691122889664,JPM,2024-12-26,2024-12-27,241.502429,242.647184,-208.0,0,238.10904000000073,0.47401386592265116
132691000369600,V,2024-12-26,2024-12-27,319.865931,319.174219,-157.0,0,-108.59878399999928,-0.21625060156844622
132678449064576,JNJ,2024-12-26,2024-12-27,145.553653,144.826539,-346.0,0,-251.5814440000001,-0.4995504990864097
132691077756416,BAC,2024-12-26,2024-12-27,44.223263,44.226728,-1138.0,0,3.9431699999982897,0.00783524273186842
132690988571008,PG,2024-12-26,2024-12-27,168.360493,169.369174,-299.0,0,301.5956189999987,0.5991197709310558
132690988570752,AMD,2024-12-26,2024-12-27,125.557656,124.332689,-6.0,0,-7.349801999999954,-0.9756211122641467
132690988571200,NVDA,2024-12-27,2024-12-30,138.591565,134.78955100000002,-362.0,0,-1376.3290679999948,-2.743322798901926
132690988569856,AAPL,2024-12-27,2024-12-30,257.90734899999995,252.15433099999998,-195.0,0,-1121.838509999994,-2.2306529931413355
132690988569664,GOOG,2024-12-27,2024-12-30,196.528941,190.80774050000002,-255.0,0,-1458.9061274999951,-2.9111236598990176
132699592226752,GOOGL,2024-12-27,2024-12-30,195.00848499999998,189.74306,-257.0,0,-1353.214224999991,-2.7001004597312583
132699592228736,AMZN,2024-12-27,2024-12-30,225.66768,219.99398200000002,-222.0,0,-1259.5609559999941,-2.5141828018970025
132699592227264,AVGO,2024-12-27,2024-12-30,245.71369199999998,234.6245915,-204.0,0,-2262.1765019999943,-4.5130169221501815
132699592228352,TSLA,2024-12-27,2024-12-30,449.654856,419.27418,-112.0,0,-3402.6357119999993,-6.756443435362347
132690988570240,MSFT,2024-12-27,2024-12-31,434.73038,425.97217000000006,-115.0,0,-1007.1941499999957,-2.0146303094805473
132693083012672,MSFT,2024-12-30,2024-12-31,426.187818,425.97217000000006,-1.0,0,-0.21564799999993056,-0.05059928765958066
132699592483840,JNJ,2024-12-31,2025-01-02,143.803128,145.186431,-344.0,0,475.8562320000042,0.9619422186699644
132699592485824,HD,2024-12-31,2025-01-02,390.127003,392.012361,-127.0,0,239.44046599999956,0.48326775268103805
132690997451648,GE,2024-12-31,2025-01-02,168.55055,167.869624,-294.0,0,-200.19224399999985,-0.4039891889999758
132690997455040,MRK,2024-12-31,2025-01-02,98.52955,100.249916,-503.0,0,865.3440979999992,1.7460406548086338
132690997455168,LIN,2024-12-31,2025-01-02,418.735583,420.623775,-118.0,0,222.80665600000043,0.45092704720057775
132690997450688,MCD,2024-12-31,2025-01-02,290.16702399999997,290.862715,-171.0,0,118.96316100000183,0.23975536241500617
132691071505152,META,2025-01-02,2025-01-03,589.896916,604.578572,-2.0,0,29.36331199999995,2.4888511198793983
132691071503296,AVGO,2025-01-02,2025-01-03,236.2258465,233.519923,-209.0,0,-565.5380114999964,-1.1454815550846043
132690997453056,ORCL,2025-01-02,2025-01-03,168.570556,166.64999,-294.0,0,-564.6464040000023,-1.1393247110130011
132690997455424,AMD,2024-12-31,2025-01-06,123.13692999999999,129.03127899999998,-402.0,0,2369.5282979999965,4.786824716191962
132691071505152,META,2025-01-02,2025-01-06,589.896916,611.6414525,-82.0,0,1783.0519929999984,3.6861587016671304
132700229770240,PLTR,2025-01-02,2025-01-06,76.22286,78.666393,-649.0,0,1585.8529170000015,3.205774488126001
132691073665024,BAC,2025-01-02,2025-01-06,44.153242,45.141453500000004,-18.0,0,17.7878070000001,2.2381402932994288
132690999772224,LLY,2025-01-03,2025-01-06,778.4034509999999,783.4798855,-64.0,0,324.8918080000076,0.6521598142298135
132690999773184,PLTR,2025-01-03,2025-01-06,75.412617,78.666393,-12.0,0,39.045312000000024,4.314630799777186
132690999786624,AMD,2025-01-03,2025-01-06,121.68649500000001,129.03127899999998,-8.0,0,58.758271999999806,6.035825092998182
132699592485952,V,2024-12-31,2025-01-07,316.214836,312.796133,-157.0,0,-536.736370999999,-1.08113301805991
132691073665024,BAC,2025-01-02,2025-01-07,44.153242,46.266116000000004,-1103.0,0,2330.5000220000056,4.7853201810186485
132690999786752,NFLX,2025-01-03,2025-01-07,893.397939,879.116186,-56.0,0,-799.7781679999989,-1.5985880844974654
132690999780928,COST,2025-01-06,2025-01-07,918.255394,923.562848,-54.0,0,286.6025160000004,0.5779932287552692
132690999779264,PG,2025-01-06,2025-01-07,162.858843,161.411562,-306.0,0,-442.86798600000117,-0.8886720385211211
132690999777280,JNJ,2025-01-06,2025-01-08,143.55305299999998,145.44635300000002,-347.0,0,656.9751000000135,1.3188852207831836
132690999786624,META,2025-01-07,2025-01-08,631.88951,613.2109815,-79.0,0,-1475.6037514999975,-2.9559801522895945
132690999776256,AVGO,2025-01-07,2025-01-08,239.57184999999998,229.63109,-209.0,0,-2077.6188399999965,-4.149385664467664
132690999780736,PLTR,2025-01-07,2025-01-08,75.22256,68.099564,-664.0,0,-4729.669344,-9.469228380422045
132690999775616,ABBV,2025-01-07,2025-01-08,179.683889,179.14624,-278.0,0,-149.46642199999656,-0.29921936963418494
132690999781440,AMD,2025-01-07,2025-01-08,130.549153,124.47264700000001,-383.0,0,-2327.3017979999927,-4.654573285511843
132694292890240,JPM,2025-01-02,2025-01-10,240.99227599999998,243.017073,-205.0,0,415.0833850000072,0.8401916582588154
132690999773568,V,2025-01-08,2025-01-10,311.0933,311.10664,-159.0,0,2.1210600000044337,0.00428810263675139
132690999784704,COST,2025-01-08,2025-01-10,923.2518924999999,933.0799920000001,-53.0,0,520.8892735000064,1.0645090012637137
132690992314944,BAC,2025-01-08,2025-01-13,45.91377,45.086470000000006,-1074.0,0,-888.5201999999935,-1.801855957373999
132690992301184,AVGO,2025-01-10,2025-01-13,227.36819,219.92400300000003,-217.0,0,-1615.3885789999938,-3.2740670539709082
132690992300096,LLY,2025-01-10,2025-01-13,792.1675789999999,794.16168,-62.0,0,123.63426200000708,0.25172716643080406
132690992311040,NFLX,2025-01-10,2025-01-13,866.6599199999999,831.2755425,-57.0,0,-2016.9095174999952,-4.082844571836198
132690992310336,JNJ,2025-01-10,2025-01-13,141.04229999999998,142.937106,-5.0,0,9.474030000000084,1.34343101324923
132690992308672,PLTR,2025-01-10,2025-01-13,66.029803,64.27071300000001,-748.0,0,-1315.7993199999896,-2.6640848830034924
132691138786112,AMD,2025-01-10,2025-01-13,118.21545400000001,115.245416,-418.0,0,-1241.475884000001,-2.5123940225277197
132678449409216,TMUS,2025-01-10,2025-01-13,212.69378899999998,211.266601,-232.0,0,-331.10761599999364,-0.6710059596521489
132678449407744,META,2025-01-13,2025-01-14,607.28213,604.8834805,-81.0,0,-194.2906095000027,-0.39498107741126054
132691344145600,ORCL,2025-01-13,2025-01-14,153.786122,156.373074,-6.0,0,15.52171199999998,1.6821751965369058
132691344134336,JPM,2025-01-13,2025-01-14,239.74190099999998,242.587202,-206.0,0,586.1320060000013,1.186818402678802
132691344144832,MS,2025-01-13,2025-01-14,122.486735,125.36238000000002,-403.0,0,1158.884935000008,2.3477195306087717
132690992310336,JNJ,2025-01-10,2025-01-15,141.04229999999998,145.26640700000002,-345.0,0,1457.316915000011,2.994922090748675
132691344145600,ORCL,2025-01-13,2025-01-15,153.786122,158.6174005,-315.0,0,1521.8527274999988,3.1415568824864515
132691344134656,KO,2025-01-13,2025-01-15,61.148339,62.311301,-807.0,0,938.5103340000002,1.9018701391054993
132691344142464,PLTR,2025-01-14,2025-01-15,67.200154,68.52943499999999,-734.0,0,975.6922539999961,1.9780921930625306
132691344140736,ABBV,2025-01-14,2025-01-15,176.662983,173.4629455,-279.0,0,-892.8104625000021,-1.8113797501087214
132691344142208,PG,2025-01-14,2025-01-15,158.897655,160.54182300000002,-310.0,0,509.6920800000112,1.0347339613036022
132691344135488,AMD,2025-01-14,2025-01-15,118.0354,117.514735,-418.0,0,-217.63796999999747,-0.44110919266592274
132691344136896,IBM,2025-01-14,2025-01-15,218.06539999999998,220.803739,-226.0,0,618.8646140000055,1.25574208471404
132691344144832,AVGO,2025-01-15,2025-01-16,228.61856500000002,235.149434,-216.0,0,1410.667703999999,2.8566660804646427
132691344132480,TSLA,2025-01-15,2025-01-16,410.02297,423.362953,-120.0,0,1600.7979600000021,3.253472116452416
132691344136256,V,2025-01-15,2025-01-16,313.774104,315.655275,-157.0,0,295.3438469999992,0.5995303551245224
132691344131136,MA,2025-01-15,2025-01-16,515.7246710000001,523.4629140000001,-96.0,0,742.8713280000011,1.5004601166346054
132691344136896,META,2025-01-16,2025-01-17,611.68345,623.862785,-1.0,0,12.179335000000037,1.9911173009503624
132691344145280,HD,2025-01-16,2025-01-17,406.39188099999996,413.36595300000005,-122.0,0,850.8367840000112,1.7160953075241459
132691344145472,UNH,2025-01-16,2025-01-17,530.509105,505.468314,-93.0,0,-2328.793562999996,-4.7201434931074315
132691344130240,CVX,2025-01-16,2025-01-17,158.077409,159.082261,-314.0,0,315.5235279999999,0.6356708440230063
132691344134976,AMAT,2025-01-16,2025-01-17,185.85574,192.9421,-267.0,0,1892.0581200000036,3.812828164467774
132691344135104,JPM,2025-01-15,2025-01-21,250.47512,259.991979,-197.0,0,1874.8212230000022,3.7995226831311735
132691344134848,LLY,2025-01-15,2025-01-21,749.2247,731.050619,-66.0,0,-1199.489346,-2.425718345911443
132691344136896,META,2025-01-16,2025-01-21,611.68345,617.6396525,-80.0,0,476.4962000000014,0.973739358159853
132691344133696,AVGO,2025-01-17,2025-01-21,237.151124,241.42755,-210.0,0,898.0494599999972,1.8032493069693345
132691344136384,TSLA,2025-01-17,2025-01-21,421.62645,432.510208,-118.0,0,1284.2834440000001,2.5813745793225262
132691344138560,NFLX,2025-01-17,2025-01-21,860.0479369999999,863.270941,-58.0,0,186.93423200000348,0.37474701831650137
132691344134592,MA,2025-01-17,2025-01-22,524.737374,527.8416,-95.0,0,294.90146999999297,0.591577073372318
132691344130944,ORCL,2025-01-21,2025-01-22,163.919161,191.452547,-305.0,0,8397.682730000002,16.796929554806606
132691344142400,JNJ,2025-01-21,2025-01-22,147.604268,143.95680000000002,-338.0,0,-1232.8441839999916,-2.4711128271710736
132691344137280,KO,2025-01-21,2025-01-22,62.91887,62.101364,-793.0,0,-648.2822580000013,-1.2993017833918485
132691344143680,TMUS,2025-01-21,2025-01-22,218.305472,219.124243,-229.0,0,187.49855899999957,0.3750574790905903
132691344134208,PM,2025-01-21,2025-01-22,122.41671399999998,123.422962,-408.0,0,410.54918400000554,0.8219857951750065
132691344141056,V,2025-01-17,2025-01-23,317.59524999999996,323.662872,-156.0,0,946.5490320000044,1.9104889005739256
132691344137216,META,2025-01-22,2025-01-23,623.4869899999999,627.171792,-80.0,0,294.78416000000834,0.5909990198833315
132691344138368,AVGO,2025-01-22,2025-01-23,246.824025,238.338477,-203.0,0,-1722.5662439999987,-3.4378938598055853
132691344130176,TSLA,2025-01-22,2025-01-23,416.935043,415.935182,-120.0,0,-119.98332000000119,-0.23981217620990813
132690948127360,JPM,2025-01-22,2025-01-23,262.97887,264.610593,-191.0,0,311.65909300000425,0.6204768466759436
132690948113536,LLY,2025-01-22,2025-01-23,745.7986725000001,747.435702,-67.0,0,109.68097649999504,0.21950018957694883
132691147605760,NFLX,2025-01-22,2025-01-23,998.3244074999999,957.522657,-50.0,0,-2040.0875249999956,-4.087023235480691
132690976969728,JNJ,2025-01-23,2025-01-24,145.483632,146.76095850000002,-346.0,0,441.95496900000524,0.8779863978100488
132690976974976,BAC,2025-01-23,2025-01-24,46.063815,46.216131,-1092.0,0,166.32907199999892,0.3306630160788915
132690976967296,PG,2025-01-23,2025-01-24,163.929164,165.860227,-307.0,0,592.8363410000071,1.1779862428872079
132690976980800,AMD,2025-01-23,2025-01-24,121.4614275,124.512635,-414.0,0,1263.1999050000015,2.5120794006805225
132690976967232,KO,2025-01-23,2025-01-24,61.81853999999999,61.701484,-814.0,0,-95.28358399999263,-0.18935419697714284
132690976980928,CSCO,2025-01-23,2025-01-24,61.81853999999999,62.041382000000006,-814.0,0,181.39338800001156,0.36047761723265737
132690976978304,IBM,2025-01-23,2025-01-24,224.007182,225.20241900000002,-225.0,0,268.9283250000045,0.5335708388135574
132690976976064,TMUS,2025-01-23,2025-01-24,218.725598,216.7799465,-230.0,0,-447.49984499999925,-0.889539915670956
132690976967808,ORCL,2025-01-24,2025-01-27,188.69659199999998,168.84933,-266.0,0,-5279.371691999992,-10.518081852797835
132690976973888,LLY,2025-01-24,2025-01-27,762.178585,778.476387,-2.0,0,32.595604000000094,2.1383180163740745
132690976972352,V,2025-01-24,2025-01-27,328.118406,329.901,-153.0,0,272.73688200000265,0.5432776605650114
132690976978944,PLTR,2025-01-24,2025-01-27,79.07371499999999,74.04777899999999,-635.0,0,-3191.469360000001,-6.356013499555447
132690976978432,HD,2025-01-24,2025-01-27,414.21422699999994,414.77553,-121.0,0,67.91766300000802,0.13551031408682856
132690976977600,META,2025-01-24,2025-01-28,636.59092,665.8002,-79.0,0,2307.533120000003,4.588390924583097
132690976973888,LLY,2025-01-24,2025-01-28,762.178585,806.997828,-64.0,0,2868.431552000002,5.880412265847124
132690976978240,NFLX,2025-01-24,2025-01-28,984.7053229999999,966.4199870000001,-51.0,0,-932.5521359999899,-1.8569348182552514
132690976976064,AVGO,2025-01-27,2025-01-28,213.46402,207.947597,-234.0,0,-1290.8429820000008,-2.5842401918599656
132690976967872,MS,2025-01-27,2025-01-28,135.30057799999997,136.029179,-370.0,0,269.58237000000963,0.5385054600432149
132690976974272,JPM,2025-01-24,2025-01-29,263.76910699999996,267.129837,-190.0,0,638.5387000000088,1.2741181248340894
132690976970816,JNJ,2025-01-28,2025-01-29,152.705798,150.45485,-328.0,0,-738.310943999998,-1.4740422626258076
132690976969664,TSLA,2025-01-27,2025-01-30,394.91844,410.656766,-127.0,0,1998.7674020000036,3.9852091991450234
132690976975680,ORCL,2025-01-28,2025-01-30,163.038897,164.730566,-307.0,0,519.3423830000057,1.0375861411771048
132690976967040,V,2025-01-28,2025-01-30,334.770401,339.408147,-150.0,0,695.6618999999989,1.385351269451096
132690976970432,MA,2025-01-28,2025-01-30,546.7039619999999,554.8335000000001,-92.0,0,747.9174960000128,1.4870091612762426
132690976967872,META,2025-01-29,2025-01-30,675.2025,696.6109540000001,-74.0,0,1584.2255960000089,3.1706716133308444
132690976972928,AVGO,2025-01-29,2025-01-30,208.902652,218.504429,-239.0,0,2294.8247029999998,4.59629253533842
132690976977920,PLTR,2025-01-29,2025-01-30,79.973985,79.995994,-624.0,0,13.733615999998165,0.027520199224784214
132690976964928,AMD,2025-01-29,2025-01-30,115.80473099999999,118.49444100000001,-5.0,0,13.448550000000097,2.3226253165770983
132690976964928,AMD,2025-01-29,2025-01-31,115.80473099999999,119.104258,-426.0,0,1405.598502000005,2.8492160652745735
132690976977984,BAC,2025-01-30,2025-01-31,47.124133,46.685990000000004,-1071.0,0,-469.2511529999964,-0.9297635247740188
132690976975232,CVX,2025-01-30,2025-01-31,156.606968,153.713872,-322.0,0,-931.5769119999954,-1.8473609679998337
132690976969408,KO,2025-01-30,2025-01-31,63.869155,63.680890000000005,-790.0,0,-148.72934999999535,-0.2947666991993114
132690976964672,TMUS,2025-01-30,2025-01-31,239.281763,234.42965,-211.0,0,-1023.7958430000006,-2.0277822008524793
132690976972096,GEV,2025-01-30,2025-01-31,365.10949999999997,385.44433200000003,-138.0,0,2806.2068160000085,5.569515994516738
132690976974592,META,2025-01-31,2025-02-03,691.2073,675.707227,-73.0,0,-1131.5053290000033,-2.2424637297667527
132690976974784,AVGO,2025-01-31,2025-02-03,219.725898,215.395362,-228.0,0,-987.3622079999989,-1.9708810110313002
132690976971456,TSLA,2025-01-31,2025-02-03,401.65045899999996,386.56399600000003,-125.0,0,-1885.8078749999904,-3.7561174553518706
132690976967680,ORCL,2025-01-31,2025-02-03,170.461123,163.15104,-294.0,0,-2149.1644019999976,-4.288416544105478
132690976968320,MA,2025-01-31,2025-02-03,563.989146,552.474208,-89.0,0,-1024.8294820000026,-2.0416949655268746
132690976971328,COST,2025-01-31,2025-02-03,976.532872,972.0932845,-51.0,0,-226.41896250000082,-0.4546275529780597
132690976966272,NFLX,2025-01-30,2025-02-04,987.046025,980.1758590000001,-1.0,0,-6.8701659999999265,-0.6960329940034926
132690976965888,V,2025-01-31,2025-02-04,346.573941,344.49662,-2.0,0,-4.154641999999967,-0.5993875344482369
132691130064320,JPM,2025-02-03,2025-02-04,261.908549,269.759048,-192.0,0,1507.2958080000026,2.9974199123985024
132690977017152,LLY,2025-02-03,2025-02-04,804.5112809999999,810.806685,-63.0,0,396.6104520000048,0.782512830917037
132690977021760,AVGO,2025-02-04,2025-02-05,219.41580499999998,233.869818,-229.0,0,3309.9689770000073,6.587498562375682
132690977027008,ORCL,2025-02-04,2025-02-05,170.45112,168.93930300000002,-295.0,0,-445.9860149999939,-0.8869504641565107
132690977014016,PLTR,2025-02-04,2025-02-05,102.83084,101.749466,-488.0,0,-527.7105119999984,-1.051604752037416
132690976966272,NFLX,2025-01-30,2025-02-06,987.046025,1007.567639,-50.0,0,1026.0807,2.079093930802256
132690976965888,V,2025-01-31,2025-02-06,346.573941,349.67506599999996,-2.0,0,6.202249999999935,0.8947946262353179
132690977029760,NFLX,2025-02-03,2025-02-06,973.2918999999999,1007.567639,-1.0,0,34.275739000000044,3.5216299447267563
132690977015744,TSLA,2025-02-04,2025-02-06,382.74478899999997,372.918091,-131.0,0,-1287.2974379999955,-2.567428292276497
132690977014656,JNJ,2025-02-05,2025-02-06,153.866146,154.743563,-327.0,0,286.9153590000027,0.5702469469794913
132690976965888,V,2025-01-31,2025-02-07,346.573941,347.8956,-141.0,0,186.35391900000155,0.3813497910969632
132690977027968,V,2025-02-03,2025-02-07,340.102,347.8956,-3.0,0,23.38080000000008,2.2915478297687253
132690977023168,META,2025-02-04,2025-02-07,702.71075,716.5799615,-1.0,0,13.869211500000006,1.9736728803423143
132690977014464,MA,2025-02-04,2025-02-07,571.051264,567.889582,-2.0,0,-6.323363999999856,-0.553659925004546
132690977025280,JPM,2025-02-05,2025-02-07,268.990673,277.186819,-187.0,0,1532.6793019999998,3.047000072006223
132690977014016,AVGO,2025-02-06,2025-02-07,234.57035,234.92950000000002,-215.0,0,77.21725000000603,0.1531097174046092
132690977021696,ORCL,2025-02-06,2025-02-07,173.0519,174.94750000000002,-4.0,0,7.582400000000121,1.0953939251750588
132690977014592,TSLA,2025-02-07,2025-02-10,370.30105699999996,356.103137,-136.0,0,-1930.9171199999937,-3.8341559473323183
132690977023168,META,2025-02-04,2025-02-11,702.71075,713.1060040000001,-70.0,0,727.6677800000095,1.4793076667747096
132690977014464,MA,2025-02-04,2025-02-11,571.051264,564.820503,-86.0,0,-535.8454459999928,-1.0911036176254552
132690977026112,MA,2025-02-05,2025-02-11,561.518405,564.820503,-2.0,0,6.604196000000002,0.588065853335662
132690977021824,LLY,2025-02-07,2025-02-11,876.792959,866.769891,-57.0,0,-571.3148759999981,-1.1431510594509642
132690977026752,NFLX,2025-02-07,2025-02-11,1017.3050999999999,1020.483763,-49.0,0,155.7544870000014,0.3124591629394269
132690977026880,AVGO,2025-02-10,2025-02-11,227.498229,232.410256,-4.0,0,19.64810799999998,2.159149555401596
132690977015552,JPM,2025-02-10,2025-02-11,276.23284499999994,270.178922,-182.0,0,-1101.8139859999892,-2.191601436824042
132690977027776,PLTR,2025-02-10,2025-02-11,112.063609,116.46505,-449.0,0,1976.2470090000024,3.927627388834143
132690977016128,TSLA,2025-02-11,2025-02-12,345.90374,329.841018,-146.0,0,-2345.1574120000014,-4.64369711642898
132690977023680,COST,2025-02-11,2025-02-12,1060.227973,1053.833755,-48.0,0,-306.92246399999567,-0.6030984055162225
132690977027904,IBM,2025-02-11,2025-02-12,251.17532999999997,252.644184,-201.0,0,295.23965400000435,0.5847923042442194
132690977021696,ORCL,2025-02-06,2025-02-13,173.0519,172.9481,-287.0,0,-29.790599999993788,-0.059982005398373506
132690977026880,AVGO,2025-02-10,2025-02-13,227.498229,235.989182,-217.0,0,1842.536800999998,3.732316087612264
132690977017792,LLY,2025-02-12,2025-02-13,857.1870789999999,876.8068790000001,-59.0,0,1157.56820000001,2.288858579493369
132690977016832,V,2025-02-12,2025-02-13,349.264748,353.014064,-144.0,0,539.9015040000031,1.073488241074938
132690977019584,MA,2025-02-12,2025-02-13,562.178603,565.43032,-90.0,0,292.6545300000089,0.578413511764353
132690977021376,PLTR,2025-02-12,2025-02-13,110.323087,117.27480700000001,-457.0,0,3176.936040000004,6.301237745459387
132690977019904,META,2025-02-12,2025-02-14,715.5145899999999,725.922158,-70.0,0,728.5297600000058,1.4545570622116921
132690977018560,TSLA,2025-02-13,2025-02-14,345.1035,360.511814,-147.0,0,2265.0221580000025,4.464838519458669
132690977025856,NFLX,2025-02-13,2025-02-14,1026.9329874999999,1044.6365150000001,-49.0,0,867.4728475000143,1.723922370348463
132691130129088,COST,2025-02-13,2025-02-14,1067.330103,1076.157056,-47.0,0,414.86679100000015,0.8270124655146205
132690996965440,HD,2025-02-13,2025-02-14,408.832613,414.8755,-2.0,0,12.085774000000015,1.478083403292496
132690996967872,IBM,2025-02-13,2025-02-14,255.736698,258.9223,-198.0,0,630.7491960000034,1.245656968637343
132691076393728,JNJ,2025-02-13,2025-02-18,155.30657799999997,154.09375799999998,-326.0,0,-395.3793199999979,-0.7809199169915404
132690996965440,HD,2025-02-13,2025-02-18,408.832613,408.18750700000004,-122.0,0,-78.70293199999287,-0.15779220626901402
132691129981632,ORCL,2025-02-14,2025-02-18,174.30227499999998,176.696975,-292.0,0,699.2524000000084,1.3738776501913241
132691124786880,V,2025-02-14,2025-02-18,354.536329,353.583893,-143.0,0,-136.1983480000049,-0.26864270939073176
132691129918720,MA,2025-02-14,2025-02-18,566.179803,564.73053,-90.0,0,-130.43456999999535,-0.25597398429274554
132691135187072,PLTR,2025-02-14,2025-02-18,117.93537,120.903718,-9.0,0,26.715131999999926,2.51692770370755
132691134990848,ABBV,2025-02-14,2025-02-18,194.00818499999997,191.94240000000002,-262.0,0,-541.2356699999865,-1.0647927044933447
132691135187072,PLTR,2025-02-14,2025-02-19,117.93537,123.82284200000001,-422.0,0,2484.5131840000013,4.992117292717202
132690996967872,META,2025-02-18,2025-02-19,736.2207999999999,703.8837715000001,-69.0,0,-2231.2549664999906,-4.392300312623587
132673235079744,JPM,2025-02-18,2025-02-19,276.843028,278.296486,-184.0,0,267.4362720000022,0.5250115961020319
132673235088192,LLY,2025-02-18,2025-02-19,856.676926,856.9178475,-60.0,0,14.455290000000787,0.028122795500618025
132673235080576,NFLX,2025-02-18,2025-02-19,1060.318,1034.8694460000002,-48.0,0,-1221.5305919999919,-2.400086955045544
132699601001792,COST,2025-02-18,2025-02-19,1069.530763,1055.743182,-48.0,0,-661.8038880000022,-1.2891243035708766
132691129538240,TSLA,2025-02-18,2025-02-20,355.11650299999997,361.401547,-4.0,0,25.14017600000011,1.7698541033447812
132699601010304,ABBV,2025-02-19,2025-02-20,196.84903699999998,197.94060000000002,-257.0,0,280.53169100000935,0.55451782575906
132699601005120,AMD,2025-02-19,2025-02-20,114.2792735,114.975497,-442.0,0,307.73078700000093,0.6092298967931509
132699601004160,CVX,2025-02-19,2025-02-20,156.566956,157.45275,-323.0,0,286.1114620000013,0.5657605044068204
